0.800936414	1.435299214
1.128217942	1.165380259
1.110012726	0.326051661
0.144279709	1.773935893
0.397122379	0.691681627
0.113543175	0.650714519
0.963754179	0.288202458
0.139442576	0.94518382
1.350940615	0.948643946
0.497266003	0.838641698
0.446786589	0.580206307
1.895279952	0.169724497
2.081192078	2.506243286
0.590361241	1.750420231
0.981475205	0.820504187
1.981501996	0.942560335
0.729866815	1.179450573
1.858751896	0.993931323
1.409904141	0.71482012
1.027760417	1.467017385
0.823437332	0.430841603
1.846574644	1.978619097
1.355525202	0.118385265
0.683618032	0.838332835
1.196363194	1.436296096
0.561019217	1.058957695
1.074472715	0.248472603
1.765939048	1.46091761
1.265923881	1.081622457
0.620166442	0.592664581
1.17399207	1.201855044
0.65109865	1.378078704
2.009657387	2.092219841
0.103150233	0.953108728
0.670246224	0.852896956
1.385726669	0.747597203
0.589829452	0.036500494
1.008944091	1.260690334
1.327267612	-0.027205587
1.628849383	0.865081244
0.536460005	0.862483971
0.915061167	1.422572376
0.764163756	-0.385590719
0.942883255	1.459037454
1.184743446	0.740372828
0.690692361	0.353493917
1.400057562	0.995640954
1.213348026	1.11667634
0.763834622	0.78790215
1.13797589	0.265275662
1.49211355	1.603210158
1.496553718	1.098671111
1.334104561	0.646562235
0.967500788	1.60818363
0.689950683	1.18358521
1.112052134	0.366242219
0.766931903	1.310525035
0.83395656	0.102272702
1.462407403	0.471080261
1.72351276	1.075772241
1.297916054	1.205632034
2.026635278	1.035248893
0.235374829	0.033486698
1.011343788	1.409361007
1.047642405	1.630878555
1.807263168	1.583671432
1.250636586	0.714835003
0.838079894	0.803051214
1.277108305	0.491282991
1.321221728	1.125102936
1.091312557	1.126062404
-0.013738188	0.614260547
1.511540471	1.459772729
-0.745770909	1.426078774
1.054744818	1.328563095
0.224334262	0.62326783
0.822444544	0.330749087
1.69927874	1.326112542
0.743262522	1.723608338
1.958589822	0.354937013
1.389205282	-0.1040946
0.876772445	1.718054058
0.548234173	0.969163899
0.752048871	1.588903227
1.187247393	1.492756709
-0.18526605	0.390710802
1.307531004	0.784060855
1.139732491	0.582529353
1.409432544	1.089840052
2.023753271	1.583151213
0.838127824	1.027992971
0.509728854	-0.050020923
1.589817085	1.617648545
1.447291377	1.001335764
0.928534688	0.770231604
0.703264735	-0.051588296
1.124458599	1.186960842
0.435108828	1.122590254
1.033047307	1.169289599
0.681037703	0.460967419
0.590346177	0.634918834
1.483976761	0.541836365
1.015174505	1.893776588
1.675548262	0.589798235
0.456812869	0.901644331
1.12013252	0.554928129
0.476909361	1.455374307
1.309358822	0.993867375
1.652517104	1.036407241
1.511745541	1.469708154
-0.057691225	1.337618669
1.340864434	1.392984262
1.004354638	-0.066370346
1.167136664	1.109964819
0.726293618	1.483142769
0.174507829	1.174997054
1.446396639	1.450907641
0.746472225	2.060594209
0.835104425	1.624293333
1.084176899	0.438407101
2.268370015	0.584957463
2.146813331	0.93911063
0.340669541	0.678704472
0.762932633	0.960525017
1.493690997	1.614056385
-0.036513216	0.734317082
1.62201306	0.8569476
0.84238021	0.886197173
1.699646999	1.337261584
0.560059302	1.51842
0.538763772	0.925268739
2.157201449	0.841459328
1.294006602	1.466797337
0.845116183	1.361642045
0.483517926	1.244092407
1.551675367	2.633099364
1.171054465	1.015850379
-0.131996611	1.170637467
0.548357092	0.958234506
2.485014475	1.308210546
0.994116852	0.737500403
0.000230466	1.503853371
0.555992344	1.914551118
0.790048801	1.042644034
1.347289178	0.965837638
0.918623652	0.718267297
1.050788321	0.763212971
0.991070769	0.14823274
0.519836454	0.973139976
1.586402823	0.559327967
0.817363658	1.627945717
0.768294678	1.077920775
1.097494786	1.02746634
0.966526749	1.699276221
0.739234932	0.112175812
1.063549881	1.164827031
2.056509237	0.471048614
1.270640548	0.67831542
0.672457363	1.129220395
0.565235636	1.445847152
0.880551054	0.581688795
0.21200634	1.276574123
1.912875614	1.729204659
1.102133739	0.572458911
0.418302104	0.503938692
1.060304909	0.994150291
0.278240813	1.313455367
1.291173023	1.000749609
0.909267267	0.591836631
1.021004891	1.057573768
1.180920973	1.103534332
1.426857311	0.777719095
0.595113991	0.439755129
0.266474666	1.217678981
0.948051881	1.008544317
0.588543304	0.818507186
1.212490708	0.684381262
0.072657814	0.749837508
1.429287544	0.566403413
1.153196825	0.479953422
0.444219124	1.632715736
0.841379639	0.879271071
1.418931327	0.135484292
2.213232655	0.755879558
0.824455279	1.530192162
1.690980919	0.730923014
0.569672269	1.888668837
1.103445237	0.610240604
0.896251381	0.623514038
1.170128518	0.483433314
0.750943927	1.581919259
0.289302667	0.709946968
0.864612923	1.208651194
1.219831555	0.175937489
0.746928114	0.713662272
0.907825884	1.329616021
1.200999505	0.359799201
1.269614121	1.025062025
0.633203391	1.274201469
0.865814005	1.889223356
-0.679456413	-1.381848811
-0.526648311	-0.725237974
-1.177127497	-1.18731881
-1.289408587	-1.829579472
-0.971763341	-1.1551143
-1.446661347	-1.309971516
-0.438961065	-1.512295593
-0.612085616	-0.747500745
-0.51875219	-0.979763443
-0.369607971	-1.127365115
-1.053959258	-1.273867959
-1.288578774	-0.161703025
-0.737183698	-0.413498561
-0.424020152	-1.094530657
